collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author
CAB,67,1,43,19-Oct-39,Memorandum,WP (G) (39) 43,Question of the Transfer to the Union of the Government of the High Commission Territories in South Africa.,Anthony Eden
CAB,67,1,44,19-Oct-39,Memorandum,WP (G) (39) 44,First Report of the Ministerial Committee of Lighting Restrictions.,Samuel Hoare
CAB,67,1,45,17-Oct-39,Memorandum,WP (G) (39) 45,Restriction of Imports from the United States and Canada.,John Simon
CAB,67,1,46,19-Oct-39,Memorandum,WP (G) (39) 46,High Altitude Spray with Mustard Gas.,Leslie Hore-Belisha
CAB,67,1,47,20-Oct-39,Memorandum,WP (G) (39) 47,Anglo-Italian War Trade Negotiations.,Ronald H Cross
CAB,67,1,48,19-Oct-39,Memorandum,WP (G) (39) 48,Urgent Need for Chartering Neutral Tonnage.,John Simon
CAB,67,1,49,20-Oct-39,Memorandum,WP (G) (39) 49,Diversion of Shipping.,E Leslie Burgin
CAB,67,1,50,21-Oct-39,Memorandum,WP (G) (39) 50,Trade with Russia.,Halifax
CAB,67,2,1,21-Oct-39,Memorandum,WP (G) (39) 51,Meat and Sugar.,Winston S Churchill
CAB,67,2,2,23-Oct-39,Memorandum,WP (G) (39) 52,Food Rationing.,William Shepherd Morrison
CAB,67,2,3,23-Oct-39,Memorandum,WP (G) (39) 53,India and the War.,Zetland
CAB,67,2,4,24-Oct-39,Memorandum,WP (G) (39) 54,India and the War.,Zetland
CAB,67,2,5,24-Oct-39,Memorandum,WP (G) (39) 55,The Air Raid Warning System.,Kingsley Wood
CAB,67,2,6,24-Oct-39,Memorandum,WP (G) (39) 56,Italy.,Halifax
CAB,67,2,7,25-Oct-39,Memorandum,WP (G) (39) 57,Broadcast Talks by Cabinet Ministers and other Government Representatives.,Neville Chamberlain
CAB,67,2,8,26-Oct-39,Memorandum,WP (G) (39) 58,Football Pools. Report of Home Policy Committee.,Samuel Hoare
CAB,67,2,9,27-Oct-39,Memorandum,WP (G) (39) 59,Food Rationing.,Ernest Brown
CAB,67,2,10,28th October 1939,Memorandum,WP (G) (39) 59 (Annexe),Food Rationing (Annexe),Ernest Brown
CAB,67,2,11,27-Oct-39,Memorandum,WP (G) (39) 60,Chartering of Neutral Tonnage.,John Gilmour
CAB,67,2,12,31-Oct-39,Memorandum,WP (G) (39) 61,Draft Swedish War Trade Agreement. Swedish Exports of Iron Ore.,Ronald H Cross
CAB,67,2,13,31-Oct-39,Memorandum,WP (G) (39) 62,Draft Swedish War Trade Agreement. Summary of Proposals.,Ronald H Cross
CAB,67,2,14,31-Oct-39,Memorandum,WP (G) (39) 63,Application of Price Increases to Existing Colliery Contracts.,John Simon
CAB,67,2,15,1-Nov-39,Memorandum,WP (G) (39) 64,Labour and Production in relation to construction of most urgently needed Vessels on Sea.,Winston S Churchill
CAB,67,2,16,1-Nov-39,Memorandum,WP (G) (39) 65,The Attitude of the Press to the Activities of Government Departments.,Macmillan
CAB,67,2,17,2-Nov-39,Memorandum,WP (G) (39) 66,Burma. The Ministers' request for assurances in regard to Burma's constitutional advance.,Zetland
CAB,67,2,18,4-Nov-39,Memorandum,WP (G) (39) 67,Limitation of the Importing Capacity of the United Kingdom.,John Gilmour
CAB,67,2,19,1-Nov-39,Memorandum,WP (G) (39) 68,Delays to Shipping in the Contraband Control.,Ronald H Cross
CAB,67,2,20,3-Nov-39,Memorandum,WP (G) (39) 69,Contraband Delays.,John Gilmour
CAB,67,2,21,3-Nov-39,Memorandum,WP (G) (39) 70,India and the War.,E E Bridges
CAB,67,2,22,4-Nov-39,Memorandum,WP (G) (39) 71,India and the War.,Zetland
CAB,67,2,23,4-Nov-39,Memorandum,WP (G) (39) 72,Select Committee on National Expenditure.,John Simon
CAB,67,2,24,5-Nov-39,Memorandum,WP (G) (39) 73,India and the War.,Zetland
CAB,67,2,25,7-Nov-39,Memorandum,WP (G) (39) 74,Views of His Majesty's Government in the New Zealand on War Aims.,Anthony Eden
CAB,67,2,26,7-Nov-39,Memorandum,WP (G) (39) 75,Bofors Guns.,Chatfield
CAB,67,2,27,8-Nov-39,Memorandum,WP (G) (39) 76,Views of the Prime Ministers of the Commonwealth of Australia and the Union of South Africa on War Aims.,Anthony Eden
CAB,67,2,28,8-Nov-39,Memorandum,WP (G) (39) 77,War Aims.,Halifax
CAB,67,2,29,9-Nov-39,Memorandum,WP (G) (39) 78,Oil Control.,Neville Chamberlain
CAB,67,2,30,7-Nov-39,Memorandum,WP (G) (39) 79,Eire: Termination of Membership of the British Commonwealth.,"Caldecote, D B Somervell, T J O'Connor"
CAB,67,2,31,8-Nov-39,Memorandum,WP (G) (39) 80,Chartering of Neutral Tonnage.,John Gilmour
CAB,67,2,32,10-Nov-39,Memorandum,WP (G) (39) 81,Supplies of Imported Feeding Stuffs and Livestock Policy.,R H Dorman-Smith and John Colville
CAB,67,2,33,9-Nov-39,Memorandum,WP (G) (39) 82,Reply to King Leopold and Queen Wilhelmina.,Halifax
CAB,67,2,34,10-Nov-39,Memorandum,WP (G) (39) 83,Livestock Control.,Samuel Hoare
CAB,67,2,35,11-Nov-39,Memorandum,WP (G) (39) 84,Supplies of Feeding Stuffs and the Wheat Stocks Position.,William Shepherd Morrison
CAB,67,2,36,13-Nov-39,Memorandum,WP (G) (39) 85,Supplies of Feeding-Stuffs and Livestock Policy.,Walter E Elliot
CAB,67,2,37,13-Nov-39,Memorandum,WP (G) (39) 86,Economy of Tonnage. Present Causes of Delays to Shipping.,John Gilmour
CAB,67,2,38,13-Nov-39,Memorandum,WP (G) (39) 87,Committee on Issue of Warnings against Discussion of Confidential Matters in Public Places.,Winston S Churchill
CAB,67,2,39,24-Nov-39,Memorandum,WP (G) (39) 88,Air Raid Protection for Evacuated Government Staffs.,John Anderson
CAB,67,2,40,15-Nov-39,Memorandum,WP (G) (39) 89,Analysis of Importing Capacity.,John Gilmour
CAB,67,2,41,15-Nov-39,Memorandum,WP (G) (39) 90,Seizure of Exports from Germany.,Ronald H Cross
CAB,67,2,42,15-Nov-39,Memorandum,WP (G) (39) 91,Views of the Prime Ministers of the Commonwealth of Australia and the Union of South Africa on War Aims.,Anthony Eden
CAB,67,2,43,15-Nov-39,Memorandum,WP (G) (39) 92,Appreciation of Probable Japanese Policy in the Far East.,Halifax
CAB,67,2,44,25-Nov-39,Memorandum,WP (G) (39) 93,War Cabinet Committees.,E E Bridges
CAB,67,2,45,16-Nov-39,Memorandum,WP (G) (39) 94,Treatment of Soviet ships by the Contraband Control Authorities.,Ronald H Cross
CAB,67,2,46,16-Nov-39,Memorandum,WP (G) (39) 95,"Remarks prepared in Admiralty, Trade Division, on W.P. (G) (39) 86.",Winston S Churchill
CAB,67,2,47,16-Nov-39,Memorandum,WP (G) (39) 96,Chartering of German Shipping.,Winston S Churchill
CAB,67,2,48,Nov-39,Memorandum,WP (G) (39) 97,Announcement on Supply of Feeding Stuffs and Live-Stock Policy.,William Shepherd Morrison
CAB,67,2,49,16-Nov-39,Memorandum,WP (G) (39) 98,The Stoppage of German Exports.,Hankey
CAB,67,2,50,17-Nov-39,Memorandum,WP (G) (39) 99,The King's Speeches on the Forthcoming Prorogation and Opening of Parliament.,John Simon
CAB,67,2,51,17-Nov-39,Memorandum,WP (G) (39) 100,Action taken to hold up supplies of oil and other raw materials to Holland and Belgium.,Minister of Economic Warfare
CAB,67,2,52,18-Nov-39,Memorandum,WP (G) (39) 101,India and Burma (Miscellaneous Amendments) Bill.,Zetland
CAB,67,2,53,20-Nov-39,Memorandum,WP (G) (39) 102,Eire: Termination of Membership of the British Commonwealth.,Anthony Eden
CAB,67,2,54,18-Nov-39,Memorandum,WP (G) (39) 103,Prisoners of War.,Chatfield
CAB,67,2,55,18-Nov-39,Memorandum,WP (G) (39) 104,Dominion Personnel: Publicity Regarding Exploits.,Chatfield
CAB,67,2,56,18-Nov-39,Memorandum,WP (G) (39) 105,Dominion Air Training Scheme.,Kingsley Wood
CAB,67,2,57,15-Nov-39,Memorandum,WP (G) (39) 106,Interview with M. Daladier.,E Leslie Burgin
CAB,67,2,58,20-Nov-39,Memorandum,WP (G) (39) 107,Air Raid Precautions.,Winston S Churchill
CAB,67,2,59,20-Nov-39,Memorandum,WP (G) (39) 108,Seizure of Exports for Germany.,E E Bridges
CAB,67,2,60,20-Nov-39,Memorandum,WP (G) (39) 109,Burma: The Constitutional Objective.,Zetland
CAB,67,2,61,20-Nov-39,Memorandum,WP (G) (39) 110,The Black-Out.,Winston S Churchill
CAB,67,2,62,21-Nov-39,Memorandum,WP (G) (39) 111,Bacteriological Warfare.,Stanhope
CAB,67,2,63,21-Nov-39,Memorandum,WP (G) (39) 112,Bacteriological Warfare.,Chatfield
CAB,67,3,1,21-Nov-39,Memorandum,WP (G) (39) 113,"The King's Speech on the Prorogation of Parliament, November 23rd, 1939.",E E Bridges
CAB,67,3,2,21-Nov-39,Memorandum,WP (G) (39) 114,"The King's Speech on the Opening of Parliament, November 28th, 1939.",E E Bridges
CAB,67,3,3,23-Nov-39,Memorandum,WP (G) (39) 115,Conditions in Germany.,Halifax
CAB,67,3,4,24-Nov-39,Memorandum,WP (G) (39) 116,Seizure of Enemy Exports.,Ronald H Cross
CAB,67,3,5,25-Nov-39,Memorandum,WP (G) (39) 117,Arms for Yugoslavia.,Halifax
CAB,67,3,6,27-Nov-39,Memorandum,WP (G) (39) 118,The Censorship of Outward Mails.,Ronald H Cross
CAB,67,3,7,28-Nov-39,Memorandum,WP (G) (39) 119,Views of the Prime Minister of Canada on War Aims.,Anthony Eden
CAB,67,3,8,28-Nov-39,Memorandum,WP (G) (39) 120,Dominion Air Training Scheme.,E E Bridges
CAB,67,3,9,28-Nov-39,Memorandum,WP (G) (39) 121,Workmen's Compensation.,Samuel Hoare
CAB,67,3,10,22-Nov-39,Memorandum,WP (G) (39) 122,Diversion of Shipping: Increased Use of West Coast Ports.,Euan Wallace
CAB,67,3,11,28-Nov-39,Memorandum,WP (G) (39) 123,The Censorship of Outward Mails.,Macmillan
CAB,67,3,12,28-Nov-39,Memorandum,WP (G) (39) 124,Report on the Evacuation of Government Departments by the Civil Defence Committee.,John Anderson
CAB,67,3,13,29-Nov-39,Memorandum,WP (G) (39) 125,Enemy Ships in Neutral Ports.,John Gilmour
CAB,67,3,14,29-Nov-39,Memorandum,WP (G) (39) 126,Shipping Tonnage.,John Gilmour
CAB,67,3,15,1-Dec-39,Memorandum,WP (G) (39) 127,Fecamp Broadcasting Station. Technical Grounds for Closing.,Kingsley Wood
CAB,67,3,16,1-Dec-39,Memorandum,WP (G) (39) 128,Report on B.B.C. policy in announcing names of survivors of disasters.,Samuel Hoare
CAB,67,3,17,2-Dec-39,Memorandum,WP (G) (39) 129,Report of Ministerial Sub-Committee of Home Policy Committee on (A) Sugar Supplies and Consumption (B) The Meat Position.,Samuel Hoare
CAB,67,3,18,2-Dec-39,Memorandum,WP (G) (39) 130,Unemployment Assistance Board. Proposed Increase in Scales of Payment.,Ernest Brown
CAB,67,3,19,4-Dec-39,Memorandum,WP (G) (39) 131,Anglo-Italian Economic Relations.,Halifax
CAB,67,3,20,6-Dec-39,Memorandum,WP (G) (39) 132,Report of the Ministerial Sub-Committee of the Home Policy Committee on Supplies of Wheat and other Cereals.,Samuel Hoare
CAB,67,3,21,5-Dec-39,Memorandum,WP (G) (39) 133,Sugar and Meat.,Winston S Churchill
CAB,67,3,22,5-Dec-39,Memorandum,WP (G) (39) 134,Diversion of Shipping: Increased Use of West Coast Ports.,John Gilmour
CAB,67,3,23,5-Dec-39,Memorandum,WP (G) (39) 135,Anglo-French Financial Arrangements.,John Simon
CAB,67,3,24,9-Dec-39,Memorandum,WP (G) (39) 136,Appointment of Ministerial Priority Committee on Import Programmes.,E E Bridges
CAB,67,3,25,6-Dec-39,Memorandum,WP (G) (39) 137,Recognition of the Czecho-Slovak National Committee.,Halifax
CAB,67,3,26,9-Dec-39,Memorandum,WP (G) (39) 138,Refugees in the United Kingdom.,Malcolm MacDonald
CAB,67,3,27,9-Dec-39,Memorandum,WP (G) (39) 139,Extension of Postal Censorship.,Chatfield
CAB,67,3,28,9-Dec-39,Memorandum,WP (G) (39) 140,Czecho-Slovakia (Financial Claims and Refugees) Bill.,John Simon
CAB,67,3,29,12-Dec-39,Memorandum,WP (G) (39) 141,Report of Food Policy Sub-Committee of Home Policy Committee on (A) Home Food Production Policy and (B) Brewing and Distilling in War Time.,Samuel Hoare
CAB,67,3,30,13-Dec-39,Memorandum,WP (G) (39) 142,Statement by the Minister of Agriculture on Food Production Policy.,R Dorman-Smith
CAB,67,3,31,12-Dec-39,Memorandum,WP (G) (39) 143,War Cabinet Arrangements.,Neville Chamberlain
CAB,67,3,32,9-Dec-39,Memorandum,WP (G) (39) 144,Turkey. Financial Arrangements.,John Simon
CAB,67,3,33,10-Dec-39,Memorandum,WP (G) (39) 145,"Seizure of Enemy Exports: The Case of the Japanese Ship the ""Sanyo Maru"".",Foreign Office
CAB,67,3,34,9-Dec-39,Memorandum,WP (G) (39) 146,Conditions in Germany and in Poland under German Occupation.,Halifax
CAB,67,3,35,10-Dec-39,Memorandum,WP (G) (39) 147,Second Report of the Ministerial Committee on Lighting Restrictions.,Samuel Hoare
CAB,67,3,36,12-Dec-39,Memorandum,WP (G) (39) 148,Dominion Air Training Scheme.,John Simon
CAB,67,3,37,15-Dec-39,Memorandum,WP (G) (39) 149,Co-operation of the Union of South Africa.,Anthony Eden
CAB,67,3,38,15-Dec-39,Memorandum,WP (G) (39) 150,War Aims.,Halifax
CAB,67,3,39,16-Dec-39,Memorandum,WP (G) (39) 151,Wages in Relation to the Cost of Living.,E E Bridges
CAB,67,3,40,15-Dec-39,Memorandum,WP (G) (39) 152,Calling Up of Men for the Armed Forces.,Ernest Brown
CAB,67,3,41,18-Dec-39,Memorandum,WP (G) (39) 153,Stoppage of Iron Ore from Narvik.,Ronald H Cross
CAB,67,3,42,18-Dec-39,Memorandum,WP (G) (39) 154,India and the War. Questions raised by Mr. Jinnah on behalf of the All-India Moslem League.,Zetland
CAB,67,3,43,19-Dec-39,Memorandum,WP (G) (39) 155,The Shipping Situation.,John Gilmour
CAB,67,3,44,17-Dec-39,Memorandum,WP (G) (39) 156,"B.B.C. Broadcast 9pm, 16th December, 1939.",Winston S Churchill
CAB,67,3,45,18-Dec-39,Memorandum,WP (G) (39) 157,German Prisoners of War in Great Britain.,Halifax
CAB,67,3,46,19-Dec-39,Memorandum,WP (G) (39) 158,Shipbuilding.,John Gilmour
CAB,67,3,47,20-Dec-39,Memorandum,WP (G) (39) 159,State of Public Opinion as regards Civil Defence Measures.,John Anderson
CAB,67,3,48,20-Dec-39,Memorandum,WP (G) (39) 160,Broadcasting of Shipping Losses.,Winston S Churchill
CAB,67,3,49,20-Dec-39,Memorandum,WP (G) (39) 161,"Attitude of the American Zionist Organisation to the ""White Paper"" policy of His Majesty's Government in regard to Palestine.",Halifax
CAB,67,3,50,22-Dec-39,Memorandum,WP (G) (39) 162,Principles underlying British war time propaganda.,Macmillan
CAB,67,3,51,25-Dec-39,Memorandum,WP (G) (39) 163,The American Zionist Organisation and His Majesty's Government's policy in Palestine.,Winston S Churchill
CAB,67,3,52,26-Dec-39,Memorandum,WP (G) (39) 164,Proceedings of the recent League Council and Assembly.,Halifax
CAB,67,3,53,28-Dec-39,Memorandum,WP (G) (39) 165,Announcement of shipping losses in the British Broadcasting Corporation news bulletins.,Macmillan
CAB,67,3,54,29-Dec-39,Memorandum,WP (G) (39) 166,Purchases of American Ships.,John Gilmour
CAB,67,3,55,30-Dec-39,Memorandum,WP (G) (39) 167,Leakage of Information. Second Interim Report of the Leakage of Information Committee.,Hankey
CAB,67,4,1,1-Jan-40,Memorandum,WP (G) (40) 1,Policy of His Majesty's Government in regard to Palestine.,Halifax
CAB,67,4,2,15-Jan-40,Memorandum,WP (G) (40) 2,Broadcast of Shipping Losses.,John Gilmour
CAB,67,4,3,11-Jan-40,Memorandum,WP (G) (40) 3,Control of Land Transfers in Palestine.,Malcolm MacDonald
CAB,67,4,4,5-Jan-40,Memorandum,WP (G) (40) 4,The policy of His Majesty's Government in regard to Palestine.,Halifax
CAB,67,4,5,11-Jan-40,Memorandum,WP (G) (40) 5,Old Age Pensions.,John Simon
CAB,67,4,6,8-Jan-40,Memorandum,WP (G) (40) 6,Security of Government Publications.,Chatfield
CAB,67,4,7,10-Jan-40,Memorandum,WP (G) (40) 7,Blue Book on the Negotiations with the Soviet Government in 1939.,Halifax
CAB,67,4,8,11-Jan-40,Memorandum,WP (G) (40) 8,Broadcast of Shipping Losses.,Winston S Churchill
CAB,67,4,9,10-Jan-40,Memorandum,WP (G) (40) 9,Supply and Man Power.,John Simon
CAB,67,4,10,16-Jan-40,Memorandum,WP (G) (40) 10,Control of Imports and Consumption.,John Simon
CAB,67,4,11,16-Jan-40,Memorandum,WP (G) (40) 11,Proposed Increase in Programme of Merchant Shipbuilding.,Samuel Hoare
CAB,67,4,12,17-Jan-40,Memorandum,WP (G) (40) 12,Political Situation in Australia.,Anthony Eden
CAB,67,4,13,18-Jan-40,Memorandum,WP (G) (40) 13,"Proposed increase in programme of Merchant Shipbuilding. Labour required for programme of 1,500,000 gross tons per annum.",Samuel Hoare
CAB,67,4,14,19-Jan-40,Memorandum,WP (G) (40) 14,"Possibility of United States co-operation in preventing certain vital commodities from reaching Germany, Russia and Japan.",Halifax and Ronald H Cross
CAB,67,4,15,22-Jan-40,Memorandum,WP (G) (40) 15,Utilisation of the Man-Power resources of the Colonial Empire.,Malcolm MacDonald
CAB,67,4,16,20-Jan-40,Memorandum,WP (G) (40) 16,Recruitment of Palestinian Armed Forces - Release of British Garrison.,Malcolm MacDonald
CAB,67,4,17,Jan-40,Memorandum,WP (G) (40) 17,Palestine. Illegal Jewish Military Organisation.,Malcolm MacDonald
CAB,67,4,18,23-Jan-40,Memorandum,WP (G) (40) 18,The possibility of stabilising the prices of staple commodities as part of the Government's policy in relation to wages and prices.,John Simon
CAB,67,4,19,25-Jan-40,Memorandum,WP (G) (40) 19,German attacks on Swedish and Norwegian shipping.,Winston S Churchill
CAB,67,4,20,26-Jan-40,Memorandum,WP (G) (40) 20,Principles and objectives of British wartime propaganda.,J C W Reith
CAB,67,4,21,27-Jan-40,Memorandum,WP (G) (40) 21,Negotiations with Italy.,Halifax and Ronald H Cross
CAB,67,4,22,25-Jan-40,Memorandum,WP (G) (40) 22,Delays to Shipping due to Contraband Control.,Samuel Hoare
CAB,67,4,23,27-Jan-40,Memorandum,WP (G) (40) 23,India: Situation in Waziristan.,Zetland
CAB,67,4,24,28-Jan-40,Memorandum,WP (G) (40) 24,"The Case of the Soviet Ship ""Selenga"".",Ronald H Cross
CAB,67,4,25,29-Jan-40,Memorandum,WP (G) (40) 25,Palestine. Illegal Jewish Military Organisation.,Malcolm MacDonald
CAB,67,4,26,27-Jan-40,Memorandum,WP (G) (40) 26,Negotiations with Italy.,A R Duncan
CAB,67,4,27,28-Jan-40,Memorandum,WP (G) (40) 27,Negotiations with Italy.,Anthony Eden
CAB,67,4,28,28-Jan-40,Memorandum,WP (G) (40) 28,Arrangements for transfer from the Ministry of Shipping to the Admiralty of the responsibility for Merchant shipbuilding and repairs.,Winston S Churchill
CAB,67,4,29,2-Feb-40,Memorandum,WP (G) (40) 29,Vote A Estimates.,Kingsley Wood
CAB,67,4,30,12-Feb-40,Memorandum,WP (G) (40) 30,Anglo-American Relations.,Halifax
CAB,67,4,31,27-Jan-40,Memorandum,WP (G) (40) 31,Supply Capacity East of the Mediterranean.,E Leslie Burgin
CAB,67,4,32,29-Jan-40,Memorandum,WP (G) (40) 32,India and the War.,Zetland
CAB,67,4,33,4-Feb-40,Memorandum,WP (G) (40) 33,Asama Maru Incident.,Winston S Churchill
CAB,67,4,34,30-Jan-40,Memorandum,WP (G) (40) 34,B.B.C. News Bulletins.,Samuel Hoare
CAB,67,4,35,30-Jan-40,Memorandum,WP (G) (40) 35,Survey of the National Resources in relation to our war effort.,John Simon
CAB,67,4,36,30-Jan-40,Memorandum,WP (G) (40) 36,India and the War.,Viceroy
CAB,67,4,37,31-Jan-40,Memorandum,WP (G) (40) 37,India and the War. Forthcoming Conversations between the Governor-General and Mr. Gandhi.,Zetland
CAB,67,4,38,4-Feb-40,Memorandum,WP (G) (40) 38,Policy of His Majesty's Government in regard to Palestine.,Neville Chamberlain
CAB,67,4,39,5-Feb-40,Memorandum,WP (G) (40) 39,India: Situation in Waziristan.,Chiefs of Staff Committee
CAB,67,4,40,13-Feb-40,Memorandum,WP (G) (40) 40,Arrangements for Ministerial Broadcasts.,Neville Chamberlain
CAB,67,4,41,7-Feb-40,Memorandum,WP (G) (40) 41,Publication of news of results of Air Raids.,Kingsley Wood and John Anderson
CAB,67,4,42,7-Feb-40,Memorandum,WP (G) (40) 42,The Shipping Situation in relation to the Supply Programme.,John Gilmour
CAB,67,4,43,8-Feb-40,Memorandum,WP (G) (40) 43,Liability for Compulsory Military Service of British Subjects in France and French Citizens in Great Britain.,Halifax and Ernest Brown
CAB,67,4,44,13-Feb-40,Memorandum,WP (G) (40) 44,Statement of policy on Colonial Development and Welfare and on Colonial Research.,Malcolm MacDonald
CAB,67,4,45,13-Feb-40,Memorandum,WP (G) (40) 45,Recommendations of the West India Royal Commission.,Malcolm MacDonald
CAB,67,4,46,13-Feb-40,Memorandum,WP (G) (40) 46,Man-Power.,John Simon
CAB,67,4,47,14-Feb-40,Memorandum,WP (G) (40) 47,Agreement between the United Kingdom and France on Import Restrictions.,A R Duncan
CAB,67,4,48,16-Feb-40,Memorandum,WP (G) (40) 48,Crews for Merchant Ships.,John Gilmour
CAB,67,4,49,17-Feb-40,Memorandum,WP (G) (40) 49,Man-Power.,John Simon
CAB,67,4,50,17-Feb-40,Memorandum,WP (G) (40) 50,Optional Clause of the Statute of the Permanent Court of International Justice.,Halifax
CAB,67,5,1,20-Feb-40,Memorandum,WP (G) (40) 51,The Shipping Situation in relation to the Food Programme.,William Shepherd Morrison
CAB,67,5,2,20-Feb-40,Memorandum,WP (G) (40) 52,Purchase of American Ships.,John Gilmour
CAB,67,5,3,23-Feb-40,Memorandum,WP (G) (40) 53,Loss of Importing Capacity inseparable from the Convoy System.,Samuel Hoare
CAB,67,5,4,26-Feb-40,Memorandum,WP (G) (40) 54,Loss of Importing Capacity due to Marine Casualties.,Samuel Hoare
CAB,67,5,5,21-Feb-40,Memorandum,WP (G) (40) 55,Rate of Importation into the United Kingdom.,John Gilmour
