collection,series,piece,item,Covering_date,Type,Former Reference,Attendees,Agenda
CAB,128,1,17,20-Sep-45,Conclusion,CM (45) 34,"C Attlee , A Greenwood , S Cripps , J Chuter Ede , Pethick-Lawrence , G Isaacs , E Wilkinson , H Dalton , Jowitt , Addison , G Hall , E Shinwell , A Bevan , E Williams , P Noel-Baker , Listowel , H Shawcross , W Leonard.",1. Television; 2. Divorce; 3. Parliament - Hours of Meeting of the House of Lords; 4. Meetings of the Cabinet; 5. Sir Gilbert Laithwaite.
CAB,128,1,18,25-Sep-45,Conclusion,CM (45) 35,"C Attlee , E Bevin , S Cripps , Jowitt , Addison , G Isaacs , E Wilkinson , A Greenwood , A Alexander , J Chuter Ede , Pethick-Lawrence , E Shinwell , A Bevan , T Williams , A Cadogan , J Strachey , A Cunningham , Nathan , R Campbell , A Nye , D Evill.",1. Council of Foreign Ministers; 2. United States Bases in Iceland; 3. Allied Control Machinery in Japan.
CAB,128,1,19,28-Sep-45,Conclusion,CM (45) 36,"C Attlee , E Bevin , H Dalton , J Chuter Ede , Pethick-Lawrence , G Isaacs , A Greenwood , A Alexander , Addison , Stansgate , E Wilkinson , T Williams , A Cadogan , G Strauss , A Brooke , Nathan , A Cunningham , D Evill.",1. Man-Power; 2. United States Bases in Iceland; 3. Allied Control Machinery in Japan.
CAB,128,1,20,2-Oct-45,Conclusion,CM (45) 37,"C Attlee , H Morrison , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , Stansgate , E Shinwell , A Greenwood , S Cripps , Jowitt , Addison , G Hall , G Isaacs , T Williams , J Wilmot , Nathan ,  A Brooke , Winster , A Cunningham , D Evill.",1. Organisation of Government Supply.
CAB,128,1,21,4-Oct-45,Conclusion,CM (45) 38,"C Attlee , H Morrison , A Greenwood , A Alexander , J Chuter Ede , Pethick-Lawrence , Stansgate , E Shinwell , E Bevin , H Dalton , Jowitt , Addison , G Hall , G Isaacs , A Bevan , P Noel-Baker , Nathan ,  A Cunningham , H Shawcross , O Sargent , A Brooke , D Evill.",1. Expiry of Emergency Powers (Defence) Acts; 2. War Criminals; 3. Indian Minister at Washington; 4. Parliament - Secret Sessions; 5. United Nations Organisation - Location of Headquarters; 6. Middle East - Future Policy; 7. Palestine; 8. Selling Price of Houses.
CAB,128,1,22,9-Oct-45,Conclusion,CM (45) 39,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , J Wilmot , J Griffiths , W Paling , G Buchanan , G Tomlinson , P Noel-Baker , W Whiteley , F Marshall.",1. Social Insurance - National Insurance (Industrial Injuries) Bill; 2. Housing - Proposed Statement of Policy; 3. Syria and the Lebanon; 4. Dockers' Strike.
CAB,128,1,23,11-Oct-45,Conclusion,CM (45) 40,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , J Wilmot , G Buchanan , P Noel-Baker , R Howe.",1. Palestine; 2. International Labour Conference; 3. Migration; 4. Local Government Elections - Participation by Ministers; 5. Justices of the Peace - Proposed Appointment of Royal Commission; 6. National Health Service.
CAB,128,1,24,15-Oct-45,Conclusion,CM (45) 41,"C Attlee , H Morrison , H Dalton , A Alexander , Addison , G Hall , Stansgate , E Shinwell , A Bevan , A Greenwood , S Cripps , Jowitt , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , A Barnes , G Tomlinson , H McNeil , G Buchanan , B Smith , L Silkin , W Whiteley , W Leonard , R Adam.",1. Housing - Labour Shortages; 2. Dockers' Strike; 3. Man-Power: Release of Officers from the Army.
CAB,128,1,25,16-Oct-45,Conclusion,CM (45) 42,"C Attlee , H Morrison , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , T Williams , B Smith , E Williams , J Griffiths , W Whiteley.",1. Food; 2. Dockers' Strike; 3. Political Broadcasting; 4. Electricity and Gas Industries; 5. Old Age Pensions.
CAB,128,1,26,18-Oct-45,Conclusion,CM (45) 43,"C Attlee , H Morrison , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , T Williams , J Wilmot , Winster , G Buchanan , A Barnes , Hector-McNeil , T Fraser.",1. National Health Service; 2. Civil Aviation.
CAB,128,1,27,22-Oct-45,Conclusion,CM (45) 44,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams.",1. The Budget; 2. Women's Land Army - Release Scheme.
CAB,128,1,28,23-Oct-45,Conclusion,CM (45) 45,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Wilkinson , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , E Shinwell , A Bevan , T Williams , A Barnes , J Hynd , B Smith , N Edwards , A Cadogan.",1. Supplies for Europe; 2. Prisoners of War; 3. Supply of Equipment to Spain.
CAB,128,1,29,26-Oct-45,Conclusion,CM (45) 46,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Wilkinson , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , E Shinwell , A Bevan , T Williams , A Barnes , Winster , B Smith , N Edwards , A Woodburn.",1. Parliament - Bank of England Bill; 2. Civil Aviation - Services to Europe and South America - Prestwick Airport; 3. Dockers' Strike; 4. Ceylon.
CAB,128,1,30,30-Oct-45,Conclusion,CM (45) 47,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , A Barnes , Listowel , F Soskice , Cunningham , B Smith , J Hynd , A Cadogan , Portal , A Nye.",1. Disposal of the Dodecanese; 2. Burma; 3. Parliament - Motion of Gratitude to the Services - Adjournment Motion on Atomic Bomb - Statement of Policy on Civil Aviation - Supplies and Services (Transitional Powers) Bill; 4. Supplies for Europe; 5. Food Policy and Future of Ministry of Food; 6. Empire Telecommunications; 7. Parliamentary Procedure - Report of Select Committee; 8. Parliamentary Labour Party - Views of Specialist Groups on particular aspects of Government policy; 9. Dockers' Strike.
CAB,128,2,1,1-Nov-45,Conclusion,CM (45) 48,"C Attlee , H Morrison , H Dalton , A Alexander , J Chuter Ede , F Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , E Bevin , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , J Wilmot , B Smith , G Buchanan , A Barnes , G Tomlinson , P Collick , A Cadogan.",1. United States Bases in Iceland; 2. Prisoners of War - Billeting of German Prisoners of War on Farms; 3. Civil Defence; 4. Victory Celebrations; 5. Newfoundland; 6. Man-Power - Labour Controls
CAB,128,2,2,6-Nov-45,Conclusion,CM (45) 49,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , A Barnes , J Hynd , A Cadogan , P Noel-Baker , W Whiteley , J Helmore.",1. Parliament - Debate on Foreign Affairs; 2. Prisoners of War - Repatriation of Italian Prisoners of War - Employment of Italian ex-Prisoners of War on Contract of Service; 3. Refugees - Admission of Distressed Persons to the United Kingdom; 4. Naturalisation Policy; 5. Greece; 6. International Labour Conference: 26th Session; 7. Washington Discussions on Financial Questions and Commercial Policy
CAB,128,2,3,6-Nov-45,Conclusion,CM (45) 50,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams.",1. Washington Discussions on Financial Questions and Commercial Policy
CAB,128,2,4,8-Nov-45,Conclusion,CM (45) 51,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , J Wilmot , H Shawcross , G Buchanan , P Noel-Baker , W Whiteley , R Adam.",1. Parliament - National Insurance (Industrial Injuries) Bill - Business in House of Commons; 2. Leakage of Information; 3. United Nations Organisation - Location of Headquarters; 4. Atomic Energy - International Control; 5. Man-Power - Release of Doctors from the Armed Forces; 6. The Communist Party - Attitude of Departments towards Organisations influenced or controlled by the Party
CAB,128,2,5,13-Nov-45,Conclusion,CM (45) 52,"H Morrison , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , T Williams , J Wilmot , B Smith , W Whiteley , A Barnes , J Griffiths , T Fraser.",1. Nationalisation - Announcement of Government's Intentions; 2. Agricultural Policy; 3. Future of the Department of Overseas Trade; 4. Sarawak; 5. Social Insurance - National Insurance (Industrial Injuries) Bill; 6. Parliament - Business in the House of Commons; 7. Palestine
CAB,128,2,6,15-Nov-45,Conclusion,CM (45) 53,"H Morrison , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , T Williams , L Silkin , W Whiteley , G Buchanan.",1. Parliament - Business in the House of Commons - General Eisenhower; 2. Town and Country Planning - Compensation and Betterment; 3. Atomic Energy - International Control; 4. Ceylon
CAB,128,2,7,20-Nov-45,Conclusion,CM (45) 54,"H Morrison , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , T Williams , B Smith , W Whiteley , W Leonard , G Tomlinson , G Buchanan , G Strauss.",1. Man-Power - Release of Doctors from the Armed Forces; 2. Man-Power - Labour Controls; 3. Housing - Progress Report; 4. Poland - Repatriation of Members of Polish Armed Forces; 5. Tourist Traffic from the United States; 6. Spain - Disposal of Spanish Refugees taken prisoner in France; 7. House of Commons - Plans for Rebuilding
CAB,128,2,8,22-Nov-45,Conclusion,CM (45) 55,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Wilkinson , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , E Shinwell , A Bevan , T Williams , W Whiteley.",1. Atomic Energy - Prime Minister's Mission to Washington; 2. Parliament - Business in the House of Commons - General Eisenhower; 3. Greece; 4. Control of Investment - Investment (Control and Guarantees) Bill; 5. British Nationality Law - Canadian Citizenship Bill
CAB,128,2,9,27-Nov-45,Conclusion,CM (45) 56,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Wilkinson , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , E Shinwell , A Bevan , T Williams , Cunningham.",1. Naval Construction Programme; 2. Disposal of the German Fleet; 3. India; 4. Migration; 5. Newfoundland; 6. Palestine - Treatment of Renegades
CAB,128,2,10,29-Nov-45,Conclusion,CM (45) 57,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , W Whiteley.",1. Parliament - Business in the House of Commons - Secret Sessions - Ratification of Bretton Woods Agreements; 2. Cabinet Procedure - Times of Meeting; 3. Washington Discussions on Financial Questions and Commercial Policy
CAB,128,2,11,3-Dec-45,Conclusion,CM (45) 58,"C Attlee , H Morrison , A Greenwood , S Cripps , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , A Bevan , E Bevin , H Dalton , A Alexander , Addison , G Hall , Stansgate , E Shinwell , T Williams , J Wilmot , B Smith , P Noel-Baker , A Barnes , G Tomlinson , W Whiteley.",1. Ratification of Bretton Woods Agreements; 2. Washington Discussions on Financial Questions and Commercial Policy; 3. National Health Service - Sale and Purchase of Medical Practices; 4. Supplies for Europe - Food Supplies for Germany; 5. Man-Power - Releases from the Forces; 6. Man-Power - Labour Controls
CAB,128,2,12,5-Dec-45,Conclusion,CM (45) 59,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams.",1. Washington Discussions on Financial Questions and Commercial Policy
CAB,128,2,13,6-Dec-45,Conclusion,CM (45) 60,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , T Williams , B Smith , J Griffiths , W Paling , G Strauss , G Tomlinson , E Williams , W Whiteley , A Cadogan.",1. Foreign Affairs - Proposed Meeting of Foreign Ministers; 2. Parliament - Motions of Gratitude to War Leaders; 3. Parliament - Business in the House of Commons - Christmas Adjournment; 4. National Insurance Scheme; 5. Prisoners of War - Employment of German and Italian Prisoners of War; 6. Government Publicity Services - Future of Ministry of Information
CAB,128,2,14,10-Dec-45,Conclusion,CM (45) 61,"C Attlee , E Bevin , H Dalton , A Alexander , Addison , G Hall , G Isaacs , E Wilkinson , A Greenwood , S Cripps , J Chuter Ede , Pethick-Lawrence , J Lawson , E Shinwell , A Bevan , T Williams , A Barnes , J Griffiths , J Hynd , B Smith , P Noel-Baker , W Paling.","1. War Pensions; 2. Shipping; 3. Supplies for Europe - Food Supplies for Germany; 4. United Nations Educational, Scientific and Cultural Organisation - Draft Constitution of the Organisation; 5. Spain - Disposal of Spanish Refugees taken Prisoner in France"
CAB,128,2,15,13-Dec-45,Conclusion,CM (45) 62,"C Attlee , H Morrison , A Greenwood , S Cripps , Jowitt , Addison , G Hall , G Isaacs , E Wilkinson , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , E Shinwell , A Bevan , T Williams , J Wilmot , J Griffiths , Listowel , H Shawcross , J Strachey , A Barnes , Winster , W Paling , F Soskice , W Whiteley.",1. Parliament - Select Committee on Offices of Profit under the Crown; 2. National Insurance Scheme; 3. Parliament - Business in the House of Commons; 4. Syria and the Lebanon; 5. Parliament - Motions of Gratitude to War Leaders; 6. Coal - Coal Industry (Nationalisation) Bill; 7. Civil Service - Christmas Leave; 8. Civil Aviation - British Air Services; 9. Service Pay and Allowances
CAB,128,2,16,17-Dec-45,Conclusion,CM (45) 63,"C Attlee , H Morrison , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , J Lawson , G Isaacs , E Wilkinson , A Greenwood , S Cripps , Jowitt , Addison , G Hall , Stansgate , E Shinwell , A Bevan , T Williams , J Wilmot , E Williams , Listowel , A Barnes , Winster , P Noel-Baker.",1. Civil Aviation - British Air Services; 2. Broadcasting - Future Policy - Amount of Licence Fee - European Service; 3. British Fascist Movement; 4. Dutch East Indies - Burning of Native Villages
CAB,128,2,17,20-Dec-45,Conclusion,CM (45) 64,"C Attlee , H Morrison , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , Stansgate , E Shinwell , A Bevan , A Greenwood , S Cripps , Jowitt , Addison , J Lawson , G Isaacs , E Wilkinson , T Williams , A Barnes , E Williams , P Noel-Baker , A Creech Jones , B Smith , Listowel , J Hynd , J Wilson.",1. Broadcasting - Future Policy; 2. Political Broadcasting; 3. German Prisoners of War - Employment in this Country; 4. International Trusteeship - Territories held under Mandate
CAB,128,2,18,20-Dec-45,Conclusion,CM (45) 65,"C Attlee , H Morrison , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , Stansgate , E Shinwell , A Bevan , A Greenwood , S Cripps , Jowitt , Addison , J Lawson , G Isaacs , E Wilkinson , T Williams , P Noel-Baker , G Buchanan.",1. Procedure for the Preparation of Peace Treaties; 2. Japan - British Commonwealth Representation on Allied Council in Tokyo; 3. National Health Service; 4. Review of Budgetary Position
CAB,128,3,1,4-Sep-45,Conclusion,Confidential Annex to CM (45) 28,.,4. Monetary Awards
CAB,128,3,2,11-Sep-45,Conclusion,Confidential Annex to CM (45) 30,.,7. Palestine
CAB,128,3,3,15-Sep-45,Conclusion,Confidential Annex to CM (45) 32,.,1. Tripolitania - Colonial Trusteeship
CAB,128,3,4,9/25/1945,Conclusion,Confidential Annex to CM (45) 35,.,1. Council of Foreign Ministers
CAB,128,4,1,6-Nov-45,Conclusion,Confidential Annex to CM (45) 50,.,1. Washington Discussions on Financial Questions and Commercial Policy
CAB,128,4,2,8-Nov-45,Conclusion,Confidential Annex to CM (45) 51,.,4. Atomic Energy - International Control
CAB,128,4,3,27-Nov-45,Conclusion,Confidential Annex to CM (45) 56,.,3. India
CAB,128,4,4,29-Nov-45,Conclusion,Confidential Annex to CM (45) 57,.,3. Washington Discussions on Financial Questions and Commercial Policy
CAB,128,4,5,3-Dec-45,Conclusion,Confidential Annex to CM (45) 58,.,2. Washington Discussions on Financial Questions and Commercial Policy - Publicity Arrangements - Leakage of Information
CAB,128,4,6,5-Dec-45,Conclusion,Confidential Annex to CM (45) 59,.,1. Washington Discussions on Financial Questions and Commercial Policy
CAB,128,4,7,6-Dec-45,Conclusion,Confidential Annex to CM (45) 60,.,1. Foreign Affairs - Proposed Meeting of Foreign Ministers
CAB,128,5,1,1-Jan-46,Conclusion,CM (46) 1,"C Attlee , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , G Isaacs , A Bevan , A Greenwood , S Cripps , Jowitt , Addison , Stansgate , E Shinwell , T Williams , A Barnes , J Hynd , A Cadogan , P Noel-Baker , A Creech Jones , Alanbrooke.",1. Meeting of Foreign Ministers in Moscow - Procedure for the preparation of Peace Treaties - Far Eastern Commission in Washington and Allied Council in Tokyo - Korea - China - Balkan States - Persia - Greece - Atomic Energy; 2. Dutch East Indies; 3. Palestine; 4. World Wheat Supplies
CAB,128,5,2,3-Jan-46,Conclusion,CM (46) 2,"C Attlee , E Bevin , H Dalton , A Alexander , J Chuter Ede , Pethick-Lawrence , Stansgate , E Shinwell , A Greenwood , S Cripps , Jowitt , Addison , J Lawson , G Isaacs , A Bevan , T Williams , P Fraser , A Barnes , J Hynd , Cunningham , B Montgomery , P Noel-Baker , Alanbrooke , A Tedder , O Sargent.","1. Mr. Fraser. Chiefs of Staff; 2. Germany - Review of Situation in British Zone; 3. The Entrances to the Baltic - Suggested International Control; 4. Disposal of German Merchant Fleet; 5. Greece; 6. Migration - Assisted Passages to Australia; 7. Gas Supplies in London; 8. Manpower - Releases from the Forces; 9. Agricultural Wages; 10. Mr. Will Thorne, M.P."
