collection,series,piece,item,Covering_date,Type,Former Reference,Attendees,Agenda
CAB,65,1,11,11-Sep-39,Conclusion,WM (39) 11,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, W Morrison, L Burgin, H Wilson, D Pound, A Eden, O Stanley, R Cross, C Newall, W Ironside.",1. Dissemination of Urgent Information to Ministers; 2. Air Operations; 3. Naval Situation - Publication of Losses; 4. The Military Situation - Poland - France; 5. The Exchange Position: Inflation - Exhaustion of Exchange Resources - Inflation; 6. Air Raid Precautions - Question of Payment of Personnel; 7. Trade with Italy; 8. Air Raid Warnings and Obscuration of Lighting
CAB,65,1,12,11-Sep-39,Conclusion,WM (39) 12,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, A Eden, C Newall, Zetland, D Pound, W Ironside.",1. Afghanistan and India: Proposed Agreement; 2. Italy - Article by Mr. Lloyd George in the Sunday Express; 3. Poland; 4. Turkey; 5. The General International Situation - Reconstruction of the French Government - Germany and Hungary - Japan; 6. Air Policy; 7. Casualty Lists; 8. Ministerial Statement; 9. Visit to French Prime Minister - Attitude of the Dominions
CAB,65,1,13,12-Sep-39,Conclusion,WM (39) 13,"J Simon, Halifax, L Hore-Belisha, S Hoare, W Churchill, K Wood, Hankey, J Anderson, W Morrison, H Wilson, D Pound, A Eden, R Cross, C Newall, W Ironside.",1. Air Operations; 2. Naval Situation; 3. Military Situation - Poland; 4. Appearance in the Press of Information relating to the Expeditionary Force; 5. Public Opinion in Sweden - Information - Dropping of Leaflets; 6. Egypt; 7. U.S.S.R.; 8. Italy; 9. Turkey; 10. Roumanian Oil; 11. Loans from the United States - Suggestion by the High Commissioners for Canada and for the Commonwealth of Australia
CAB,65,1,14,13-Sep-39,Conclusion,WM (39) 14,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, H Wilson, D Pound, A Eden, C Newall, W Ironside.",1. Statement by the Prime Minister on the Meeting of the Supreme War Council; 2. The Balkans; 3. The Air Situation; 4. The Naval Situation; 5. The Military Situation - Poland - Belgium; 6. Obscuration of Lighting; 7. German Observance of International Law; 8. Staff Conversations with Turkey; 9. Turkey; 10. Italy
CAB,65,1,15,14-Sep-39,Conclusion,WM (39) 15,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, Zetland, C Newall, A Eden, H Wilson, D Pound, W Ironside.","1. The Air Situation; 2. The Naval Situation; 3. The Military Situation; 4. German Observance of International Law - Suggested approach to President Roosevelt - Guidance for the Press; 5. Air Strength; 6. Reopening of Cinemas, Theatres and other Places of Entertainment; 7. Obscuration of Lighting; 8. Balkan Neutrality; 9. Turkish Aid to Roumania; 10. Turkey; 11. Italy; 12. The Far Eastern Situation; 13. Supply of Aircraft to Poland; 14. Assistance from India; 15. Question of Recalling Regular British Troops from India; 16. Report of a Discussion with the High Commissioners for Canada and for the Commonwealth of Australia"
CAB,65,1,16,15-Sep-39,Conclusion,WM (39) 16,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, O Stanley, R Dorman-Smith, H Wilson, D Pound, A Eden, L Burgin, R Cross, C Newall, W Ironside.",1. The Air Situation; 2. Report of R.A.F. Raid on German Naval Bases on the 4th September; 3. The Naval Situation - Communique on operations against submarines - Munitions for Turkey; 4. Eire - Naval Facilities; 5. Transfer of German Shipping to Neutral Flags - Transfer to Italian Flag - Proposed purchase of German ships by Portugal; 6. The Military Situation in Poland; 7. The Military Situation in France; 8. Air Operations and Intelligence; 9. The Balkans; 10. Roumanian Oil Supplies; 11. Italy; 12. The Far Eastern Situation; 13. Belgium; 14. Turkey; 15. Commercial Relations with the Soviet Union
CAB,65,1,17,16-Sep-39,Conclusion,WM (39) 17,"N Chamberlain, J Simon, Chatfield, K Wood, Halifax, L Hore-Belisha, S Hoare, Hankey, J Anderson, MacMillan, C Newall, A Eden, H Wilson, D Pound, W Ironside.",1. The Air Situation; 2. Report of R.A.F. Raid on German Naval Base on the 4th September; 3. The Naval Situation; 4. The Military Situation in Poland; 5. Weekly Reports; 6. Armament Supplies to Poland; 7. Employment of Polish Airmen; 8. Dominion Collaboration; 9. Efficacy of Leaflets Dropped in Germany; 10. Press Censorship; 11. Home Front Propaganda; 12. Italy; 13. Turkey - Treaty Negotiations - Economic Situation in Turkey; 14. The Balkans; 15. U.S.S.R.; 16. Roumanian Oil Supplies; 17. - Roumania - Attitude to Polish Refugees
CAB,65,1,18,17-Sep-39,Conclusion,WM (39) 18,"J Simon, K Wood, Hankey, L Oliphant, R Adam, D Pound, R Peirse.",1. Air Operations; 2. Naval Operations; 3. The Military Situation in Poland - The Russian Invasion of Poland; 4. Military Situation on the Western Front; 5. Enemy Shipping in Neutral Ports; 6. Roumania - Attitude to Polish Refugees; 7. Poland - The Galician Oilfields; 8. Anglo-Polish Agreement in relation to an Invasion of Poland by the U.S.S.R.; 9. Departure of Soviet Officials from the United Kingdom; 10. United States of America - Advice to United States citizens to avoid ships of belligerent countries; 11. Message to be sent to the Prime Minister
CAB,65,1,19,18-Sep-39,Conclusion,WM (39) 19,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, O Stanley, R Cross, C Newall, A Eden, L Burgin, H Wilson, D Pound, W Ironside.","1. Air Operations; 2. The Naval Situation; 3. The Military Situation in Poland; 4. The Military Situation in France; 5. Staff Conversations with Belgium; 6. Armament Supplies to Poland; 7. Neutrality of Eire; 8. Soviet Invasion of Poland - Position under Anglo-Polish Pact - Question of a Protest to be made in Moscow; 9. The Position of the British Military Mission to Poland; 10. Japanese-Soviet Relations; 11. The Far Eastern Situation; 12. The Balkans; 13. Turkey; 14. Trade Relations with U.S.S.R. - The Consignment of Timber from, and Machine Tools to, Russia; 15. Ministerial Statement"
CAB,65,1,20,19-Sep-39,Conclusion,WM (39) 20,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, O Stanley, C Newall, W Ironside, A Eden, H Wilson, D Pound, J Foley.",1. Air Operations; 2. The Naval Situation; 3. Transfer of German Shipping to Neutral Flags; 4. Military Situation in Poland; 5. Military Situation in France; 6. Military Situation in the Middle East; 7. Staff Conversations with Belgium; 8. Future Course of the War - Appreciation by the Chiefs of Staff; 9. Chartering of Merchant Shipping from Abroad; 10. Construction of new Merchant Shipping; 11. German Imports of Iron Ore from Sweden; 12. Turkey; 13. Italy - General attitude - Commercial contacts - Italian Military preparations in Libya; 14. Attitude of the United States of America; 15. The responsibility for the Supply of News to the Public
CAB,65,1,21,20-Sep-39,Conclusion,WM (39) 21,"N Chamberlain, J Simon, Chatfield, K Wood, Halifax, W Churchill, S Hoare, J Anderson, W Morrison, H Wilson, D Pound, A Eden, O Stanley, C Newall, W Ironside.",1. Air Operations; 2. The Naval Situation; 3. The Military Situation in Poland; 4. The Military Situation in France; 5. Provision of Heavy Artillery for the Army; 6. Land Forces - Second Report of Committee; 7. Soviet Invasion of Poland - Question of a Protest to the Government of the U.S.S.R.; 8. The Balkans; 9. Future Course of the War - Appreciation by the Chiefs of Staff; 10. Interview with Dr. Benes; 11. Herr Hitler's Speech at Danzig on September 19; 12. Italy - Military Preparations in Libya; 13. Roumania - Attitude to members of the Polish Government in Roumania; 14. The Far Eastern Situation; 15. Armament Supplies for Poland; 16. Turkey - Treaty Negotiations - Turkish attitude to the Balkans; 17. Extension of Summer Time; 18. Merchant Ship Construction; 19. Restriction of Imports from the United States and Canada; 20. Control of Prices
CAB,65,1,22,21-Sep-39,Conclusion,WM (39) 22,"N Chamberlain, J Simon, Chatfield, K Wood, Halifax, W Churchill, S Hoare, J Anderson, H Wilson, D Pound, A Eden, C Newall, W Ironside, W Malkin.",1. Air Operations; 2. Air Defence of Great Britain; 3. Naval Operations; 4. The Military Situation in Poland; 5. The Military Situation in France; 6. Roumanian Oil Supplies; 7. The Position of the British Military Mission to Poland; 8. Roumania - Attitude to members of the Polish Government in Roumania; 9. Italy - Commercial Contacts; 10. France - Commercial Contacts with Italy; 11. Ministerial Responsibility for Commercial Negotiations with Neutrals; 12. The Balkans; 13. The Far Eastern Situation; 14. Herr Hitler's Speech at Danzig on September 19; 15. Turkey - Negotiations for Anglo-Franco-Turkish Treaty
CAB,65,1,23,22-Sep-39,Conclusion,WM (39) 23,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, O Stanley, L Burgin, C Newall, A Eden, E Brown, H Wilson, D Pound, W Ironside.",1. Statement by the Prime Minister on the Second Meeting of the Supreme War Council - Situation in the Balkans - Production - British Troops in France; 2. Air Operations; 3. Naval Operations; 4. Military Situation; 5. Conversations with M. Daladier and General Gamelin; 6. Land Forces - Second Report of the Committees
CAB,65,1,24,23-Sep-39,Conclusion,WM (39) 24,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, W Morrison, H Wilson, D Pound, A Eden, O Stanley, C Newall, E Edmund Ironside.","1. Air Operations; 2. The Naval Situation; 3. German Merchant Ships in the Atlantic; 4. The Military Situation in Poland; 5. The Military Situation in France; 6. Future Course of the War; 7. Immediate Measures for Increasing the Strength of the British Expeditionary Force; 8. Press Reports of British Troop Movements; 9. Offer of Service by Mr. Kermit Roosevelt; 10. Naval, Military and Air Situation - Weekly Report by the Chiefs of Staff; 11. Air Operations in the Event of a German Invasion of the Low Countries; 12. Roumania - Murder of the Roumanian Prime Minister; 13. Roumania - Attitude of the Roumanian Government to the Members of the Polish Government now in Roumania; 14. Turkey - Negotiations for Anglo-Franco-Turkish Treaty; 15. Italian Garrison in the Dodecanese; 16. Visit of United States Cruisers to Penang and Singapore; 17. The Far Eastern Situation - Withdrawal of the British Garrison from Tientsin - British Gunboats in China - Tientsin silver question - Tientsin currency question; 18. Restriction of Imports from the United States and Canada"
CAB,65,1,25,24-Sep-39,Conclusion,WM (39) 25,"N Chamberlain, J Simon, Halifax, Chatfield, R Adam, R Peirse, T Phillips.",1. The Air Situation; 2. The Naval Situation; 3. The Military Situation in Poland - Galician Oil Field; 4. The Military Situation in France; 5. Staff Conversations with Belgium; 6. Attitude of Soviet Russia; 7. The Far Eastern Situation - British Gunboats in China; 8. Turkey - Negotiations for Anglo-Franco-Turkish Treaty; 9. Propaganda in Germany - Export of capital by certain Nazi Leaders
CAB,65,1,26,25-Sep-39,Conclusion,WM (39) 26,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, H Wilson, D Pound, A Eden, C Newall, W Ironside.",1. Air Operations - Contents of leaflets dropped in Germany; 2. Naval Operations; 3. The Military Situation - The campaign in Poland; 4. The Military Situation in France - British troops in France; 5. The Balkans - Hunagry; 6. Turkey - Negotiations for Anglo-Franco-Turkish Treaty; 7. The Far Eastern Situation - Sino-Japanese hostilities; 8. The setting up of Polish and Czech Governments - The Polish Government - The Czech Government; 9. United States of America - Prospect of neutrality legislation; 10. Purchase of Chilean Destroyers
CAB,65,1,27,25-Sep-39,Conclusion,WM (39) 27,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey.",1. The Budget
CAB,65,1,28,26-Sep-39,Conclusion,WM (39) 28,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, H Wilson, D Pound, A Eden, C Newall, W Ironside.",1. The Air Situation; 2. Dropping of Leaflets on Germany; 3. The Naval Situation; 4. Eire; 5. The Military Situation in France; 6. Staff Conversations with Belgium; 7. Sino-Japanese Hostilities; 8. Policy of Soviet Russia; 9. The setting up of a Polish Government; 10. Armament Supplies to Poland; 11. Evacuation of Government Departments; 12. Facilities to enable Members of Parliament serving in His Majesty's Forces to attend to their Parliamentary Duties.
CAB,65,1,29,27-Sep-39,Conclusion,WM (39) 29,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, Zetland, H Wilson, D Pound, A Eden, D Somervell, C Newall, W Ironside.",1. The Air Situation; 2. Naval Operations; 3. The Military Situation in France; 4. Weekly Reports; 5. Staff Conversations with Belgium; 6. British Strength in Fighters and A.A. Guns in France; 7. Policy of Soviet Russia; 8. Turkey - Negotiations for Anglo-Franco-Turkish Treaty; 9. The Balkans - Premature disclosure to Italy of plans in regard to Roumania; 10. The setting up of a Polish Government; 11. Treatment of Enemy Aliens found on board Neutral Ships; 12. India and the War - Statement by the Working Committee of the Indian National Congress - Proposed consultative body of unofficial persons - The Formula to be incorporated in the Viceroy's reply to the Working Committee - Present Defence Situation; 13. Obscuration of Lighting
CAB,65,1,30,28-Sep-39,Conclusion,WM (39) 30,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, C Newall, A Eden, D Pound, W Ironside.",1. The Air Situation - Dropping of Leaflets in Germany; 2. The Naval Situation - H.M.S. Spearfish - Attack by German Flying-boats on the Fleet; 3. The Military Situation; 4. Treatment of Enemy Aliens found on board Neutral Ships; 5. Turkey - Negotiations for Anglo-Franco-Turkish Treaty; 6. Policy of the Soviet Government; 7. German-Soviet Negotiations; 8. Sino-Japanese Conflict; 9. The Far Eastern Situation - British Garrisons and Gunboats in China; 10. Meeting with the Dominion High Commissioners; 11. Suggested Loan of Ships from the Royal Australian Navy; 12. Establishment of Flying Training Schools in the Dominions; 13. Meetings for the consideration of Periodical Reports; 14. Article by Mr. Lloyd George - Questions of Censorship; 15. The Ministry of Information
CAB,65,1,31,29-Sep-39,Conclusion,WM (39) 31,"N Chamberlain, J Simon, Chatfield, K Wood, Halifax, L Hore-Belisha, S Hoare, Hankey, J Anderson, W Elliot, C Newall, A Eden, H Wilson, D Pound, W Ironside.",1. The Air Situation; 2. The Naval Situation; 3. The Position in the Baltic; 4. The Military Situation; 5. Propaganda in France; 6. Roumania; 7. Turkey - Conclusion of the Anglo-Turkish Treaty; 8. Turkey - Visit of General Orbay to London; 9. German-Soviet Agreement; 10. Anglo-Soviet Trade Negotiations; 11. Sweden - Bofors Guns ordered by His Majesty's Government - Swedish exports of iron ore to Germany; 12. Proposed Message to Young Men in Germany from Members of Parliament serving in the Armed Forces; 13. Despatch of Personal Messages of Condolence; 14. Ministry of Information - Arrangements for distribution of news and for censorship
CAB,65,1,32,30-Sep-39,Conclusion,WM (39) 32,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, O Stanley, H Wilson, D Pound, A Eden, E Burgin, C Newall, W Ironside.","1. The Air Situation; 2. Naval Operations; 3. The Military Situation; 4. The Naval, Military and Air Situation - Weekly Report by Chiefs of Staff; 5. The British Army in France; 6. Propaganda in France; 7. Air Strengths; 8. Purchase of Chilean Destroyers; 9. Treatment of Enemy Aliens found on Neutral Ships; 10. Position of British Subjects in Germany; 11. Staff Conversations with Belgium; 12. Germany - Internal Situation - Efficacy of leaflet campaign; 13. Turkey - Leakage of information regarding the conclusion of the Anglo-Turkish Treaty; 14. Turkey - Visit of General Orbay to London; 15. Anglo-Soviet Trade Negotiations - Exchange of rubber and tin for Soviet timber - Exchange of machine-tools and copper for Soviet cereals; 16. Sino-Japanese Conflict; 17. Transport of certain Gas Equipment to France; 18. German-Soviet Agreement - Information for Dominion High Commissioners; 19. The calling-up of Men for the Armed Forces"
CAB,65,1,33,1-Oct-39,Conclusion,WM (39) 33,"S Hoare, W Churchill, L Hore-Belisha, H Wilson, R Adam, D Pound, R Peirse, O Sargent.",1. The Air Situation; 2. Naval Operations; 3. The Military Situation; 4. British Air Strength in France; 5. Italy - Growth of German Propaganda; 6. German Allegation of the Sinking of H.M. Aircraft-Carrier Ark Royal; 7. Staff Conversations with Belgium; 8. Turkey - Leakage of information regarding the conclusion of the Anglo-Turkish Treaty; 9. Anglo-Soviet Trade Negotiations - Position of British ships at Archangel and Murmansk
CAB,65,1,34,2-Oct-39,Conclusion,WM (39) 34,"N Chamberlain, J Simon, Chatfield, K Wood, Halifax, W Churchill, S Hoare, J Anderson, Zetland, E Burgin, R Cross, F Stewart, D Pound, A Eden, O Stanley, Macmillan, H Wilson, C Newall, W Ironside.",1. The Air Situation - R.A.F. losses; 2. Dropping of leaflets in Germany; 3. Naval Operations - Report of Operations in Western Atlantic by German surface ship; 4. Visit of His Majesty The King to the Home Fleet; 5. The Military Situation; 6. British Air Strength in France; 7. Anglo-Soviet Trade Negotiations - Proposed exchange of rubber and tin for Soviet timber - Proposed exchange of machine-tools and copper for Soviet cereals; 8. Turkey - Turco-Soviet Conversations; 9. Violation of Netherlands Neutrality; 10. Italy; 11. Sino-Japanese Conflict; 12. The Far Eastern Situation - Tientsin negotiations; 13. Germany; 14. German-Soviet Agreement - Request by Australian Government for an Appreciation of the military situation; 15. The Russian Threat to India; 16. India and the War - Relations with Congress - Proposal for an All-Parties Conference; 17. India and Burma at the Outbreak of War; 18. Ministry of Information - Arrangements for distribution of news and for censorship
CAB,65,1,35,3-Oct-39,Conclusion,WM (39) 35,"N Chamberlain, J Simon, Chatfield, K Wood, Halifax, W Churchill, S Hoare, Hankey, J Anderson, O Stanley, H Wilson, D Pound, A Eden, R Cross, C Newall, W Ironside, J Foley.",1. The Air Situation; 2. The Naval Situation; 3. The Military Situation; 4. Situation on the Western Front; 5. Scale of Reserves in the Middle East; 6. Turkey - Turco-Soviet Conversations and the Anglo-Turkish Treaty; 7. Italy; 8. The Prime Minister's Statement in Parliament; 9. Ministry of Information - Arrangements for distribution of news and for censorship; 10. Proposals by the President of the Royal Society for the use of Scientific Knowledge; 11. Chartering of Merchant Shipping from Abroad - Negotiations for the Chartering of Norwegian Tanker Tonnage
CAB,65,1,36,4-Oct-39,Conclusion,WM (39) 36,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, J Colville, De La Warr, R Cross, H Wilson, D Pound, A Brown, A Eden, O Stanley, W Elliot, D Somervell, C Newall, W Ironside, H Hull.",1. The Air Situation; 2. The Naval Situation; 3. The Military Situation; 4. Weekly Reports; 5. The Possible Future Course of the War; 6. Assistance to Turkey; 7. Turkey - Turco-Soviet Conversations and the Anglo-Turkish Treaty; 8. Germany; 9. The Problem of Polish Refugees; 10. Interception and Examination of Mails on Neutral Vessels; 11. Recovery from Parents of Cost of Billeting School Children
CAB,65,1,37,4-Oct-39,Conclusion,WM (39) 37,"N Chamberlain, J Simon, W Churchill, S Hoare, Chatfield, K Wood, Hankey, J Anderson, W Morrison, R Dorman-Smith, G Lloyd, A Robinson, A Eden, O Stanley, R Cross, H Wilson, A Faulkner.",1. Shipping Reports; 2. Oil Reports - Protected Storage; 3. Coal Reports; 4. Economic Warfare Reports; 5. Food Report - Food Production Campaign; 6. Home Security Reports; 7. Admiralty Supply and Production Report; 8. War Office Progress Report; 9. Air Ministry Supply and Production Report; 10. Ministry of Supply Report; 11. Ministry of Home Security Report on Supply
CAB,65,1,38,5-Oct-39,Conclusion,WM (39) 38,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, O Stanley, R Cross, C Newall, A Eden, E Burgin, H Wilson, D Pound, W Ironside.","1. The Air Situation; 2. The Naval Situation; 3. Salvage of H.M.S. Thetis; 4. The Military Situation; 5. Staff Conversations with the Belgians; 6. Italy; 7. Turkey - Turco-Soviet Conversations; 8. Germany; 9. Norway and Sweden - Chartering Norwegian tonnage - German supplies of iron ore from Narvik - Relations with Sweden - Proposal for the chartering and insurance of all available neutral tonnage; 10. Anglo-Soviet Trade Negotiations - Exchange of rubber and tin for Soviet timber; 11. Pan-American Conference at Panama - Proposed ""Safety Belt.""; 12. Armistice Day"
CAB,65,1,39,6-Oct-39,Conclusion,WM (39) 39,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, H Wilson, R Adam, A Eden, D Pound, R Peirse.","1. The Air Situation; 2. The Naval Situation; 3. Admiral Reader's Statement; 4. Staff Conversations with the Belgians; 5. The Military Situation; 6. Export of Bofors Guns from Sweden; 7. Military Strategy to be adopted in the Near East, including the Balkans; 8. Italy; 9. Germany; 10. Roumania; 11. Turkey - Turco-Soviet Conversations and the Anglo-Turkish Treaty; 12. Herr Hitler's Speech to the Reichstag, October 6, 1939"
CAB,65,1,40,7-Oct-39,Conclusion,WM (39) 40,"N Chamberlain, J Simon, Chatfield, L Hore-Belisha, S Hoare, Halifax, W Churchill, K Wood, Hankey, J Anderson, H Wilson, D Pound, A Eden, C Newall, R Adam, A Cadogan.","1. The Air Situation; 2. The Naval Situation; 3. The Military Situation; 4. Meeting between the Chief of the Imperial General Staff, the Chief of the Air Staff and General Gamelin; 5. The Naval, Military and Air Situation - Weekly Resume by the Chiefs of Staff; 6. Holland and Belgium - Measures to be taken in the event of an invasion by Germany; 7. Herr Hitler's Speech to the Reichstag, October 6, 1939"
